YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,CARRIER_CD,CRS_DEP_TM,DEP_DELAY,DEP_DELAY_15,CRS_ARR_TM,ARR_DELAY,ARR_DELAY_15,CANCELLED,ORIGIN_AIRPORT_CD,DEST_AIRPORT_CD
2013,6,9,7,WN,1850,-3,0,1935,-11,0,0,TPA,BNA
2013,6,9,7,WN,1115,-1,0,1200,-1,0,0,TPA,BNA
2013,6,9,7,WN,1420,11,0,1510,6,0,0,TPA,BNA
2013,6,9,7,WN,915,78,1,1000,74,1,0,TPA,BNA
2013,6,9,7,WN,2045,-4,0,2320,-17,0,0,TPA,BUF
2013,6,9,7,WN,1835,17,1,2055,9,0,0,TPA,BWI
2013,6,9,7,WN,640,-3,0,900,-13,0,0,TPA,BWI
2013,6,9,7,WN,1710,19,1,1925,10,0,0,TPA,CMH
2013,6,9,7,WN,1735,18,1,1925,4,0,0,TPA,DEN
2013,6,9,7,WN,920,0,0,1105,-5,0,0,TPA,DEN
2013,6,9,7,WN,2030,2,0,2125,0,0,0,TPA,FLL
2013,6,9,7,WN,1600,-3,0,1705,-18,0,0,TPA,FLL
2013,6,9,7,WN,1100,-3,0,1200,-11,0,0,TPA,FLL
2013,6,9,7,WN,1250,-1,0,1345,-8,0,0,TPA,FLL
2013,6,9,7,WN,1825,40,1,1935,34,1,0,TPA,HOU
2013,6,9,7,WN,715,-2,0,825,0,0,0,TPA,HOU
2013,6,9,7,WN,1425,7,0,1545,16,1,0,TPA,HOU
2013,6,9,7,WN,1535,9,0,1755,-11,0,0,TPA,IND
2013,6,9,7,WN,1650,17,1,1830,9,0,0,TPA,LAS
2013,6,9,7,WN,605,1,0,740,-1,0,0,TPA,LAS
2013,6,9,7,WN,1820,35,1,2005,22,1,0,TPA,MCI
2013,6,9,7,WN,1000,5,0,1145,1,0,0,TPA,MCI
2013,6,9,7,WN,650,9,0,825,0,0,0,TPA,MDW
2013,6,9,7,WN,1735,16,1,1915,4,0,0,TPA,MDW
2013,6,9,7,WN,1205,-6,0,1350,-28,0,0,TPA,MDW
2013,6,9,7,WN,1945,6,0,2120,-3,0,0,TPA,MDW
2013,6,9,7,WN,1145,-4,0,1330,-11,0,0,TPA,MKE
2013,6,9,7,WN,1530,-2,0,1605,-6,0,0,TPA,MSY
2013,6,9,7,WN,1850,25,1,1915,26,1,0,TPA,MSY
2013,6,9,7,WN,840,1,0,910,4,0,0,TPA,MSY
2013,6,9,7,WN,1110,-1,0,1140,6,0,0,TPA,MSY
2013,6,9,7,WN,1445,0,0,1725,-18,0,0,TPA,PHL
2013,6,9,7,WN,1915,6,0,2025,-5,0,0,TPA,PHX
2013,6,9,7,WN,1435,-1,0,1655,-7,0,0,TPA,PIT
2013,6,9,7,WN,1000,0,0,1255,-14,0,0,TPA,PVD
2013,6,9,7,WN,2105,-7,0,2355,-18,0,0,TPA,PVD
2013,6,9,7,WN,715,-3,0,900,-9,0,0,TPA,RDU
2013,6,9,7,WN,1650,0,0,1835,-5,0,0,TPA,RDU
2013,6,9,7,WN,1515,-2,0,1650,-5,0,0,TPA,SAT
2013,6,9,7,WN,945,-1,0,1145,4,0,0,TPA,SDF
2013,6,9,7,WN,1655,-3,0,1950,0,0,0,TPA,SJU
2013,6,9,7,WN,1045,3,0,1200,-4,0,0,TPA,STL
2013,6,9,7,WN,1455,22,1,1615,5,0,0,TPA,STL
2013,6,9,7,WN,655,-2,0,940,-2,0,0,TUS,DEN
2013,6,9,7,WN,1535,16,1,1825,6,0,0,TUS,DEN
2013,6,9,7,WN,600,-6,0,710,-11,0,0,TUS,LAS
2013,6,9,7,WN,1850,0,0,2005,-7,0,0,TUS,LAS
2013,6,9,7,WN,1040,-7,0,1155,-16,0,0,TUS,LAS
2013,6,9,7,WN,1435,-4,0,1555,-9,0,0,TUS,LAS
2013,6,9,7,WN,1115,-5,0,1250,-1,0,0,TUS,LAX
2013,6,9,7,WN,645,-4,0,815,-14,0,0,TUS,LAX
2013,6,9,7,WN,1610,1,0,1740,-6,0,0,TUS,LAX
2013,6,9,7,WN,1350,-3,0,1910,-7,0,0,TUS,MDW
2013,6,9,7,WN,715,-3,0,1230,3,0,0,TUS,MDW
2013,6,9,7,WN,1940,-4,0,2050,-4,0,0,TUS,SAN
2013,6,9,7,WN,930,-3,0,1050,-8,0,0,TUS,SAN
2013,6,9,7,WN,1255,0,0,1405,-3,0,0,TUS,SAN
2013,6,10,1,WN,530,-2,0,1115,-7,0,0,ABQ,BWI
2013,6,10,1,WN,1315,3,0,1900,16,1,0,ABQ,BWI
2013,6,10,1,WN,1115,-4,0,1355,-7,0,0,ABQ,DAL
2013,6,10,1,WN,1335,-1,0,1620,-8,0,0,ABQ,DAL
2013,6,10,1,WN,1005,5,0,1245,7,0,0,ABQ,DAL
2013,6,10,1,WN,1620,12,0,1905,6,0,0,ABQ,DAL
2013,6,10,1,WN,1940,103,1,2215,98,1,0,ABQ,DAL
2013,6,10,1,WN,645,-3,0,925,-2,0,0,ABQ,DAL
2013,6,10,1,WN,2020,53,1,2255,46,1,0,ABQ,DAL
2013,6,10,1,WN,1830,-3,0,2110,-10,0,0,ABQ,DAL
2013,6,10,1,WN,815,-2,0,930,-2,0,0,ABQ,DEN
2013,6,10,1,WN,1545,4,0,1700,2,0,0,ABQ,DEN
2013,6,10,1,WN,1215,-1,0,1330,-11,0,0,ABQ,DEN
2013,6,10,1,WN,645,-1,0,950,-7,0,0,ABQ,HOU
2013,6,10,1,WN,2030,74,1,2330,97,1,0,ABQ,HOU
2013,6,10,1,WN,1125,-2,0,1430,-3,0,0,ABQ,HOU
2013,6,10,1,WN,1445,-1,0,1520,-9,0,0,ABQ,LAS
2013,6,10,1,WN,640,-3,0,710,-14,0,0,ABQ,LAS
2013,6,10,1,WN,2110,118,1,2140,112,1,0,ABQ,LAS
2013,6,10,1,WN,1010,-5,0,1040,-10,0,0,ABQ,LAS
2013,6,10,1,WN,1810,0,0,1845,-8,0,0,ABQ,LAS
2013,6,10,1,WN,1625,-3,0,1655,-4,0,0,ABQ,LAS
2013,6,10,1,WN,1015,-4,0,1115,15,1,0,ABQ,LAX
2013,6,10,1,WN,920,6,0,1020,12,0,0,ABQ,LAX
2013,6,10,1,WN,1850,-3,0,1955,-10,0,0,ABQ,LAX
2013,6,10,1,WN,1450,1,0,1545,-4,0,0,ABQ,LAX
2013,6,10,1,WN,1415,4,0,1710,-1,0,0,ABQ,MCI
2013,6,10,1,WN,1250,-2,0,1825,1,0,0,ABQ,MCO
2013,6,10,1,WN,1645,1,0,2030,-6,0,0,ABQ,MDW
2013,6,10,1,WN,845,0,0,1230,-8,0,0,ABQ,MDW
2013,6,10,1,WN,1220,-4,0,1340,-13,0,0,ABQ,OAK
2013,6,10,1,WN,2010,-4,0,2135,28,1,0,ABQ,OAK
2013,6,10,1,WN,710,0,0,830,-6,0,0,ABQ,OAK
2013,6,10,1,WN,1215,2,0,1400,-11,0,0,ABQ,PDX
2013,6,10,1,WN,1440,2,0,1450,-1,0,0,ABQ,PHX
2013,6,10,1,WN,715,-5,0,725,-10,0,0,ABQ,PHX
2013,6,10,1,WN,920,12,0,940,-1,0,0,ABQ,PHX
2013,6,10,1,WN,2040,21,1,2050,19,1,0,ABQ,PHX
2013,6,10,1,WN,1145,23,1,1155,15,1,0,ABQ,PHX
2013,6,10,1,WN,625,-5,0,635,-4,0,0,ABQ,PHX
2013,6,10,1,WN,1805,77,1,1830,61,1,0,ABQ,PHX
2013,6,10,1,WN,1230,75,1,1245,65,1,0,ABQ,PHX
2013,6,10,1,WN,1820,-2,0,1905,-4,0,0,ABQ,SAN
2013,6,10,1,WN,1110,-1,0,1155,-6,0,0,ABQ,SAN
2013,6,10,1,WN,900,9,0,950,2,0,0,ABQ,SAN
2013,6,10,1,WN,2005,54,1,2200,53,1,0,ABQ,SEA
2013,6,10,1,WN,920,0,0,1120,-13,0,0,ABQ,SEA
2013,6,10,1,WN,950,2,0,1110,1,0,0,ATL,AUS
2013,6,10,1,WN,1745,147,1,1900,154,1,0,ATL,AUS
2013,6,10,1,WN,1210,-1,0,1355,-9,0,0,ATL,BWI
2013,6,10,1,WN,1540,49,1,1735,41,1,0,ATL,BWI
2013,6,10,1,WN,855,0,0,1045,-2,0,0,ATL,BWI
2013,6,10,1,WN,1935,144,1,2140,125,1,0,ATL,BWI
2013,6,10,1,WN,710,0,0,900,3,0,0,ATL,BWI
2013,6,10,1,WN,1820,18,1,1925,13,0,0,ATL,DEN
2013,6,10,1,WN,640,0,0,750,1,0,0,ATL,DEN
2013,6,10,1,WN,610,2,0,710,0,0,0,ATL,HOU
2013,6,10,1,WN,1250,9,0,1400,-4,0,0,ATL,HOU
2013,6,10,1,WN,1925,2,0,2035,2,0,0,ATL,HOU
2013,6,10,1,WN,1725,10,0,1835,12,0,0,ATL,LAS
2013,6,10,1,WN,1455,114,1,1605,110,1,0,ATL,LAS
2013,6,10,1,WN,1445,-1,0,1620,4,0,0,ATL,LAX
2013,6,10,1,WN,1450,17,1,1625,20,1,0,ATL,MCO
2013,6,10,1,WN,1950,15,1,2050,13,0,0,ATL,MDW
2013,6,10,1,WN,1730,-1,0,1825,3,0,0,ATL,MDW
2013,6,10,1,WN,600,1,0,650,-8,0,0,ATL,MDW
2013,6,10,1,WN,1215,13,0,1310,6,0,0,ATL,MDW
2013,6,10,1,WN,1600,38,1,1750,34,1,0,ATL,ORF
2013,6,10,1,WN,1120,-3,0,1315,-4,0,0,ATL,ORF
2013,6,10,1,WN,2135,61,1,2325,38,1,0,ATL,ORF
2013,6,10,1,WN,1635,34,1,1735,23,1,0,ATL,PHX
2013,6,10,1,WN,705,0,0,800,2,0,0,ATL,PHX
2013,6,10,1,WN,1605,7,0,1740,-16,0,0,ATL,SDF
2013,6,10,1,WN,840,-1,0,1020,-15,0,0,ATL,SDF
2013,6,10,1,WN,2125,179,1,2300,154,1,0,ATL,SDF
2013,6,10,1,WN,1155,15,1,1415,18,1,0,ATL,SEA
2013,6,10,1,WN,1050,97,1,1305,92,1,0,ATL,SFO
2013,6,10,1,WN,1335,14,0,1655,2,0,0,AUS,ATL
2013,6,10,1,WN,820,-1,0,1130,-1,0,0,AUS,ATL
2013,6,10,1,WN,1835,3,0,2040,-10,0,0,AUS,BNA
2013,6,10,1,WN,700,5,0,905,-9,0,0,AUS,BNA
2013,6,10,1,WN,540,-2,0,955,-4,0,0,AUS,BWI
2013,6,10,1,WN,1825,141,1,2235,143,1,0,AUS,BWI
2013,6,10,1,WN,1140,9,0,1600,18,1,0,AUS,BWI
2013,6,10,1,WN,1530,-7,0,1630,-12,0,0,AUS,DAL
2013,6,10,1,WN,1135,3,0,1235,-1,0,0,AUS,DAL
2013,6,10,1,WN,1805,7,0,1905,2,0,0,AUS,DAL
2013,6,10,1,WN,1225,-2,0,1320,-6,0,0,AUS,DAL
2013,6,10,1,WN,1055,6,0,1150,3,0,0,AUS,DAL
2013,6,10,1,WN,1330,-3,0,1425,-9,0,0,AUS,DAL
2013,6,10,1,WN,1940,145,1,2035,141,1,0,AUS,DAL
2013,6,10,1,WN,1010,25,1,1105,21,1,0,AUS,DAL
2013,6,10,1,WN,1720,3,0,1815,0,0,0,AUS,DAL
2013,6,10,1,WN,2105,125,1,2200,117,1,0,AUS,DAL
2013,6,10,1,WN,725,-5,0,820,-1,0,0,AUS,DAL
2013,6,10,1,WN,605,0,0,700,-2,0,0,AUS,DAL
2013,6,10,1,WN,1240,3,0,1655,7,0,0,AUS,DCA
2013,6,10,1,WN,640,1,0,745,4,0,0,AUS,DEN
2013,6,10,1,WN,1530,17,1,1635,14,0,0,AUS,DEN
2013,6,10,1,WN,1905,9,0,2020,0,0,0,AUS,DEN
2013,6,10,1,WN,1010,76,1,1455,95,1,0,AUS,EWR
2013,6,10,1,WN,1345,8,0,1735,-6,0,0,AUS,FLL
2013,6,10,1,WN,1830,13,0,1925,7,0,0,AUS,HOU
2013,6,10,1,WN,1615,2,0,1710,1,0,0,AUS,HOU
2013,6,10,1,WN,1735,2,0,1830,6,0,0,AUS,HOU
2013,6,10,1,WN,1110,-2,0,1200,-6,0,0,AUS,HOU
2013,6,10,1,WN,630,1,0,720,-5,0,0,AUS,HOU
2013,6,10,1,WN,610,-1,0,655,-12,0,0,AUS,LAS
2013,6,10,1,WN,2010,2,0,2055,-5,0,0,AUS,LAS
2013,6,10,1,WN,1400,7,0,1450,-7,0,0,AUS,LAS
2013,6,10,1,WN,625,1,0,725,2,0,0,AUS,LAX
2013,6,10,1,WN,1740,6,0,1850,-3,0,0,AUS,LAX
2013,6,10,1,WN,945,0,0,1325,-15,0,0,AUS,MCO
2013,6,10,1,WN,1725,-2,0,2100,-11,0,0,AUS,MCO
2013,6,10,1,WN,1420,6,0,1650,3,0,0,AUS,MDW
2013,6,10,1,WN,1715,3,0,1945,2,0,0,AUS,MDW
2013,6,10,1,WN,530,1,0,805,-6,0,0,AUS,MDW
2013,6,10,1,WN,1725,19,1,1910,9,0,0,AUS,OAK
2013,6,10,1,WN,1525,-4,0,1720,-3,0,0,AUS,PDX
2013,6,10,1,WN,800,-5,0,820,-11,0,0,AUS,PHX
2013,6,10,1,WN,1340,2,0,1400,-10,0,0,AUS,PHX
2013,6,10,1,WN,1855,61,1,1915,63,1,0,AUS,PHX
2013,6,10,1,WN,2005,-1,0,2025,-4,0,0,AUS,PHX
2013,6,10,1,WN,945,-1,0,1040,-9,0,0,AUS,SAN
2013,6,10,1,WN,2045,4,0,2130,-7,0,0,AUS,SAN
2013,6,10,1,WN,635,5,0,810,3,0,0,AUS,SJC
2013,6,10,1,WN,1900,3,0,2035,-7,0,0,AUS,SJC
2013,6,10,1,WN,1310,-1,0,1630,-12,0,0,AUS,TPA
2013,6,10,1,WN,705,1,0,815,8,0,0,BDL,BWI
2013,6,10,1,WN,905,-1,0,1010,12,0,0,BDL,BWI
2013,6,10,1,WN,1510,72,1,1620,71,1,0,BDL,BWI
2013,6,10,1,WN,1635,7,0,1745,7,0,0,BDL,BWI
2013,6,10,1,WN,1340,26,1,1450,38,1,0,BDL,BWI
2013,6,10,1,WN,600,-1,0,715,3,0,0,BDL,BWI
2013,6,10,1,WN,1820,11,0,1940,15,1,0,BDL,BWI
2013,6,10,1,WN,1105,6,0,1215,2,0,0,BDL,BWI
2013,6,10,1,WN,850,0,0,1105,-18,0,0,BDL,DEN
2013,6,10,1,WN,1125,5,0,1425,26,1,0,BDL,FLL
2013,6,10,1,WN,1520,27,1,1800,3,0,0,BDL,LAS
2013,6,10,1,WN,1645,-3,0,1935,-12,0,0,BDL,MCO
2013,6,10,1,WN,645,-2,0,930,-7,0,0,BDL,MCO
2013,6,10,1,WN,1425,-2,0,1710,-8,0,0,BDL,MCO
2013,6,10,1,WN,1205,4,0,1320,-7,0,0,BDL,MDW
2013,6,10,1,WN,1755,5,0,1915,-4,0,0,BDL,MDW
2013,6,10,1,WN,605,-1,0,730,-3,0,0,BDL,MDW
2013,6,10,1,WN,1230,7,0,1525,2,0,0,BDL,TPA
2013,6,10,1,WN,630,-1,0,920,1,0,0,BDL,TPA
2013,6,10,1,WN,1500,6,0,1705,-4,0,0,BNA,AUS
2013,6,10,1,WN,715,-1,0,915,-2,0,0,BNA,AUS
2013,6,10,1,WN,1515,2,0,1845,-6,0,0,BNA,BOS
2013,6,10,1,WN,1030,-6,0,1400,-13,0,0,BNA,BOS
2013,6,10,1,WN,1835,120,1,2115,123,1,0,BNA,BWI
2013,6,10,1,WN,1440,-4,0,1725,-6,0,0,BNA,BWI
2013,6,10,1,WN,615,-1,0,900,-6,0,0,BNA,BWI
2013,6,10,1,WN,1005,39,1,1250,28,1,0,BNA,BWI
2013,6,10,1,WN,905,-3,0,1145,5,0,0,BNA,BWI
2013,6,10,1,WN,1305,15,1,1550,2,0,0,BNA,BWI
2013,6,10,1,WN,2010,-4,0,2235,-2,0,0,BNA,CLE
2013,6,10,1,WN,1035,1,0,1300,-3,0,0,BNA,CLE
2013,6,10,1,WN,2010,18,1,2220,15,1,0,BNA,CMH
2013,6,10,1,WN,1035,-6,0,1245,-9,0,0,BNA,CMH
2013,6,10,1,WN,1925,-1,0,2115,-11,0,0,BNA,DEN
2013,6,10,1,WN,1235,0,0,1415,-6,0,0,BNA,DEN
2013,6,10,1,WN,1520,-2,0,1705,-10,0,0,BNA,DEN
2013,6,10,1,WN,605,-1,0,745,-6,0,0,BNA,DEN
2013,6,10,1,WN,2010,11,0,2240,24,1,0,BNA,DTW
2013,6,10,1,WN,1035,-3,0,1310,-6,0,0,BNA,DTW
2013,6,10,1,WN,1205,75,1,1520,68,1,0,BNA,EWR
2013,6,10,1,WN,1935,64,1,2255,53,1,0,BNA,EWR
2013,6,10,1,WN,755,0,0,1100,3,0,0,BNA,FLL
2013,6,10,1,WN,1835,-5,0,2140,-11,0,0,BNA,FLL
2013,6,10,1,WN,935,-2,0,1130,-1,0,0,BNA,HOU
2013,6,10,1,WN,1535,3,0,1730,-6,0,0,BNA,HOU
2013,6,10,1,WN,1935,6,0,2125,-3,0,0,BNA,HOU
2013,6,10,1,WN,620,1,0,810,1,0,0,BNA,HOU
2013,6,10,1,WN,1835,-4,0,2100,1,0,0,BNA,JAX
2013,6,10,1,WN,755,-4,0,1020,0,0,0,BNA,JAX
2013,6,10,1,WN,1510,36,1,1735,40,1,0,BNA,JAX
2013,6,10,1,WN,1210,-5,0,1435,-11,0,0,BNA,JAX
2013,6,10,1,WN,1345,6,0,1535,-2,0,0,BNA,LAS
2013,6,10,1,WN,1705,67,1,1900,51,1,0,BNA,LAS
2013,6,10,1,WN,820,-6,0,1005,-4,0,0,BNA,LAS
2013,6,10,1,WN,955,11,0,1210,12,0,0,BNA,LAX
2013,6,10,1,WN,1850,5,0,2110,5,0,0,BNA,LAX
2013,6,10,1,WN,1355,19,1,1710,28,1,0,BNA,LGA
2013,6,10,1,WN,715,-1,0,1030,8,0,0,BNA,LGA
2013,6,10,1,WN,1420,-4,0,1555,-2,0,0,BNA,MCI
2013,6,10,1,WN,840,-4,0,1015,-4,0,0,BNA,MCI
2013,6,10,1,WN,1850,41,1,2020,43,1,0,BNA,MCI
2013,6,10,1,WN,1630,3,0,1805,0,0,0,BNA,MCI
2013,6,10,1,WN,1915,-4,0,2205,-16,0,0,BNA,MCO
2013,6,10,1,WN,1735,10,0,2025,-3,0,0,BNA,MCO
2013,6,10,1,WN,600,-1,0,845,-4,0,0,BNA,MCO
2013,6,10,1,WN,935,3,0,1225,-2,0,0,BNA,MCO
2013,6,10,1,WN,1350,10,0,1640,0,0,0,BNA,MCO
2013,6,10,1,WN,1525,-1,0,1650,-7,0,0,BNA,MDW
2013,6,10,1,WN,640,0,0,810,-7,0,0,BNA,MDW
2013,6,10,1,WN,1945,0,0,2115,-4,0,0,BNA,MDW
2013,6,10,1,WN,2015,-7,0,2140,-2,0,0,BNA,MDW
2013,6,10,1,WN,930,3,0,1055,1,0,0,BNA,MDW
2013,6,10,1,WN,1035,1,0,1200,-10,0,0,BNA,MDW
2013,6,10,1,WN,1305,-6,0,1430,-14,0,0,BNA,MDW
2013,6,10,1,WN,1840,-1,0,2005,5,0,0,BNA,MDW
2013,6,10,1,WN,1835,16,1,2000,20,1,0,BNA,MSY
2013,6,10,1,WN,755,0,0,920,-4,0,0,BNA,MSY
2013,6,10,1,WN,915,1,0,1040,-1,0,0,BNA,MSY
2013,6,10,1,WN,1305,2,0,1435,-2,0,0,BNA,MSY
2013,6,10,1,WN,2020,21,1,2300,16,1,0,BNA,ORF
2013,6,10,1,WN,2030,108,1,2325,102,1,0,BNA,PHL
2013,6,10,1,WN,905,0,0,1200,-7,0,0,BNA,PHL
2013,6,10,1,WN,920,0,0,1050,3,0,0,BNA,PHX
2013,6,10,1,WN,2000,137,1,2130,134,1,0,BNA,PHX
2013,6,10,1,WN,1450,0,0,1625,-13,0,0,BNA,PHX
2013,6,10,1,WN,1235,-4,0,1505,-16,0,0,BNA,RDU
2013,6,10,1,WN,1705,6,0,1935,-5,0,0,BNA,RDU
2013,6,10,1,WN,955,-4,0,1225,13,0,0,BNA,RDU
2013,6,10,1,WN,800,-4,0,1025,-5,0,0,BNA,RDU
2013,6,10,1,WN,1540,40,1,1750,23,1,0,BNA,SAN
2013,6,10,1,WN,745,-1,0,950,-8,0,0,BNA,SAN
2013,6,10,1,WN,905,-3,0,1115,-1,0,0,BNA,SAT
2013,6,10,1,WN,1655,24,1,1910,13,0,0,BNA,SAT
2013,6,10,1,WN,1225,-2,0,1510,-2,0,0,BNA,SEA
2013,6,10,1,WN,1710,107,1,1815,107,1,0,BNA,STL
2013,6,10,1,WN,630,-1,0,730,-3,0,0,BNA,STL
2013,6,10,1,WN,755,5,0,1040,-3,0,0,BNA,TPA
2013,6,10,1,WN,1835,6,0,2115,3,0,0,BNA,TPA
2013,6,10,1,WN,1515,23,1,1800,14,0,0,BNA,TPA
2013,6,10,1,WN,1135,-1,0,1420,-7,0,0,BNA,TPA
2013,6,10,1,WN,730,-2,0,905,6,0,0,BOS,BNA
2013,6,10,1,WN,1250,-2,0,1425,2,0,0,BOS,BNA
2013,6,10,1,WN,1240,-2,0,1405,2,0,0,BOS,BWI
2013,6,10,1,WN,2050,187,1,2220,193,1,0,BOS,BWI
2013,6,10,1,WN,920,-2,0,1050,4,0,0,BOS,BWI
2013,6,10,1,WN,550,0,0,725,9,0,0,BOS,BWI
2013,6,10,1,WN,710,-1,0,845,8,0,0,BOS,BWI
2013,6,10,1,WN,1445,75,1,1620,64,1,0,BOS,BWI
2013,6,10,1,WN,1140,-1,0,1305,2,0,0,BOS,BWI
2013,6,10,1,WN,1800,39,1,1940,51,1,0,BOS,BWI
2013,6,10,1,WN,1800,19,1,2035,14,0,0,BOS,DEN
2013,6,10,1,WN,1120,-1,0,1400,-26,0,0,BOS,DEN
2013,6,10,1,WN,1335,-2,0,1635,4,0,0,BOS,HOU
2013,6,10,1,WN,810,-2,0,1025,0,0,0,BOS,MCI
2013,6,10,1,WN,1700,4,0,1915,5,0,0,BOS,MCI
2013,6,10,1,WN,1430,2,0,1615,-11,0,0,BOS,MDW
2013,6,10,1,WN,1735,-1,0,1915,-10,0,0,BOS,MDW
2013,6,10,1,WN,2105,-3,0,2235,-2,0,0,BOS,MDW
2013,6,10,1,WN,555,-1,0,735,13,0,0,BOS,MDW
2013,6,10,1,WN,1125,-3,0,1300,2,0,0,BOS,MDW
2013,6,10,1,WN,1910,0,0,2050,-14,0,0,BOS,MKE
2013,6,10,1,WN,1405,79,1,1535,80,1,0,BOS,MKE
2013,6,10,1,WN,645,1,0,820,-1,0,0,BOS,MKE
2013,6,10,1,WN,645,5,0,850,-7,0,0,BOS,STL
2013,6,10,1,WN,1815,21,1,2020,17,1,0,BOS,STL
2013,6,10,1,WN,1410,-5,0,1610,-18,0,0,BOS,STL
2013,6,10,1,WN,1045,-3,0,1150,-3,0,0,BUF,BWI
2013,6,10,1,WN,615,-3,0,725,-6,0,0,BUF,BWI
2013,6,10,1,WN,1200,-3,0,1305,-3,0,0,BUF,BWI
2013,6,10,1,WN,900,-4,0,1010,6,0,0,BUF,BWI
2013,6,10,1,WN,1610,-1,0,1720,-3,0,0,BUF,BWI
2013,6,10,1,WN,1700,-2,0,1815,9,0,0,BUF,BWI
2013,6,10,1,WN,1650,-4,0,1845,-25,0,0,BUF,LAS
2013,6,10,1,WN,835,-4,0,1025,-18,0,0,BUF,LAS
2013,6,10,1,WN,705,-4,0,935,6,0,0,BUF,MCO
2013,6,10,1,WN,1550,3,0,1830,22,1,0,BUF,MCO
2013,6,10,1,WN,1120,-3,0,1155,-10,0,0,BUF,MDW
2013,6,10,1,WN,650,1,0,730,36,1,0,BUF,MDW
2013,6,10,1,WN,1840,14,0,1915,20,1,0,BUF,MDW
2013,6,10,1,WN,1310,0,0,1345,-6,0,0,BUF,MDW
2013,6,10,1,WN,750,3,0,920,3,0,0,BUF,PHX
2013,6,10,1,WN,740,-1,0,1020,-3,0,0,BUF,TPA
2013,6,10,1,WN,1105,-4,0,1415,-9,0,0,BUR,DEN
2013,6,10,1,WN,1640,0,0,1950,-4,0,0,BUR,DEN
2013,6,10,1,WN,1545,1,0,1650,-2,0,0,BUR,LAS
2013,6,10,1,WN,2140,-2,0,2240,-12,0,0,BUR,LAS
2013,6,10,1,WN,1920,-3,0,2030,-13,0,0,BUR,LAS
2013,6,10,1,WN,800,-3,0,900,-12,0,0,BUR,LAS
2013,6,10,1,WN,1155,5,0,1255,1,0,0,BUR,LAS
2013,6,10,1,WN,950,-4,0,1050,-6,0,0,BUR,LAS
2013,6,10,1,WN,850,-2,0,955,-10,0,0,BUR,LAS
2013,6,10,1,WN,705,-2,0,815,-9,0,0,BUR,LAS
2013,6,10,1,WN,1100,4,0,1200,-1,0,0,BUR,LAS
2013,6,10,1,WN,1720,,,1825,,1,1,BUR,LAS
2013,6,10,1,WN,1340,-1,0,1440,-6,0,0,BUR,LAS
2013,6,10,1,WN,950,0,0,1100,-6,0,0,BUR,OAK
2013,6,10,1,WN,1100,-2,0,1210,-4,0,0,BUR,OAK
2013,6,10,1,WN,830,-3,0,940,-10,0,0,BUR,OAK
2013,6,10,1,WN,1335,-3,0,1445,-11,0,0,BUR,OAK
2013,6,10,1,WN,2030,1,0,2140,-4,0,0,BUR,OAK
2013,6,10,1,WN,1420,-5,0,1530,-12,0,0,BUR,OAK
2013,6,10,1,WN,700,0,0,820,-12,0,0,BUR,OAK
2013,6,10,1,WN,1740,-1,0,1850,-4,0,0,BUR,OAK
2013,6,10,1,WN,1630,-2,0,1740,-9,0,0,BUR,OAK
2013,6,10,1,WN,1925,0,0,2035,-2,0,0,BUR,OAK
2013,6,10,1,WN,2135,51,1,2245,47,1,0,BUR,OAK
2013,6,10,1,WN,1255,-1,0,1405,-5,0,0,BUR,OAK
2013,6,10,1,WN,1555,0,0,1705,-3,0,0,BUR,OAK
2013,6,10,1,WN,745,0,0,855,-3,0,0,BUR,OAK
2013,6,10,1,WN,2145,-3,0,2305,-14,0,0,BUR,PHX
2013,6,10,1,WN,2010,-3,0,2135,-19,0,0,BUR,PHX
2013,6,10,1,WN,1635,71,1,1800,78,1,0,BUR,PHX
2013,6,10,1,WN,1255,4,0,1415,-3,0,0,BUR,PHX
2013,6,10,1,WN,850,-4,0,1010,-11,0,0,BUR,PHX
2013,6,10,1,WN,1110,1,0,1230,2,0,0,BUR,PHX
2013,6,10,1,WN,700,1,0,825,-12,0,0,BUR,PHX
2013,6,10,1,WN,1650,,,1755,,1,1,BUR,SJC
2013,6,10,1,WN,1355,-1,0,1500,-3,0,0,BUR,SJC
2013,6,10,1,WN,805,-2,0,910,-8,0,0,BUR,SJC
2013,6,10,1,WN,1920,14,0,2025,14,0,0,BUR,SJC
2013,6,10,1,WN,1200,,,1305,,1,1,BUR,SJC
2013,6,10,1,WN,700,-2,0,810,-11,0,0,BUR,SJC
2013,6,10,1,WN,2115,-5,0,2220,-8,0,0,BUR,SJC
2013,6,10,1,WN,1040,1,0,1145,1,0,0,BUR,SJC
2013,6,10,1,WN,1555,10,0,1710,4,0,0,BUR,SMF
2013,6,10,1,WN,1515,-1,0,1630,-8,0,0,BUR,SMF
2013,6,10,1,WN,950,0,0,1105,-5,0,0,BUR,SMF
2013,6,10,1,WN,1155,13,0,1310,4,0,0,BUR,SMF
2013,6,10,1,WN,700,-2,0,815,0,0,0,BUR,SMF
2013,6,10,1,WN,2055,56,1,2210,53,1,0,BUR,SMF
2013,6,10,1,WN,1905,0,0,2020,-2,0,0,BUR,SMF
2013,6,10,1,WN,1735,-4,0,1845,-4,0,0,BUR,SMF
2013,6,10,1,WN,1010,2,0,1215,-4,0,0,BWI,ABQ
